,ID,Eto
0,5232,148.49100832030177
1,5233,152.49528353602773
2,5234,151.14049639380892
3,5235,153.75589686107895
4,5236,156.26640226558663
5,5237,155.7991131775387
6,5238,158.16346860894413
7,5239,154.0440174467067
8,5240,158.04829266243266
9,5241,156.69350552021385
10,5242,159.3089059874839
11,5243,161.81941139199157
12,5244,161.35212230394362
13,5245,163.71647773534903
14,5246,159.59702657311163
15,5247,163.60130178883762
16,5248,162.2465146466188
17,5249,164.86191511388884
18,5250,167.3724205183965
19,5251,166.90513143034855
20,5252,169.26948686175402
21,5253,165.1500356995166
22,5254,169.1543109152426
23,5255,167.7995237730238
24,5256,170.41492424029383
25,5257,172.92542964480148
26,5258,172.45814055675353
27,5259,174.82249598815892
28,5260,170.70304482592152
29,5261,174.7073200416475
30,5262,173.3525328994287
31,5263,175.96793336669873
32,5264,178.47843877120638
33,5265,178.01114968315844
34,5266,180.3755051145639
35,5267,176.25605395232648
36,5268,180.26032916805246
37,5269,178.90554202583365
38,5270,181.5209424931037
39,5271,184.03144789761137
40,5272,183.56415880956342
41,5273,185.92851424096887
42,5274,181.80906307873144
43,5275,185.81333829445745
44,5276,184.45855115223858
45,5277,187.07395161950865
46,5278,189.58445702401627
47,5279,189.11716793596833
48,5280,191.48152336737377
49,5281,187.36207220513637
50,5282,191.36634742086235
51,5283,190.01156027864354
52,5284,192.6269607459136
53,5285,195.13746615042123
54,5286,194.67017706237328
55,5287,197.03453249377873
56,5288,192.91508133154133
57,5289,196.91935654726734
58,5290,195.56456940504853
59,5291,198.17996987231854
60,5292,200.69047527682622
61,5293,200.22318618877824
62,5294,202.58754162018374
63,5295,198.46809045794626
64,5296,202.4723656736723
65,5297,201.11757853145343
66,5298,203.73297899872347
67,5299,206.2434844032311
68,5300,205.77619531518314
69,5301,208.14055074658864
70,5302,204.0210995843512
71,5303,208.0253748000772
72,5304,206.6705876578584
73,5305,209.28598812512843
74,5306,211.79649352963608
75,5307,211.32920444158813
76,5308,213.69355987299355
77,5309,209.57410871075615
78,5310,213.57838392648216
79,5311,212.22359678426335
80,5312,214.83899725153339
81,5313,217.34950265604107
82,5314,216.88221356799306
83,5315,219.24656899939856
84,5316,215.1271178371611
85,5317,219.1313930528871
86,5318,217.77660591066828
87,5319,220.3920063779383
88,5320,222.90251178244597
89,5321,222.43522269439802
90,5322,224.79957812580352
91,5323,220.68012696356607
92,5324,224.68440217929208
93,5325,223.32961503707327
94,5326,225.9450155043433
95,5327,228.45552090885093
96,5328,227.988231820803
97,5329,230.3525872522084
98,5330,226.23313608997103
99,5331,230.23741130569695
100,5332,228.88262416347817
101,5333,231.4980246307482
102,5334,234.00853003525583
103,5335,233.54124094720788
104,5336,235.90559637861332
105,5337,231.78614521637593
106,5338,235.79042043210194
107,5339,234.43563328988313
108,5340,237.05103375715314
109,5341,239.56153916166082
110,5342,239.09425007361287
111,5343,241.45860550501834
112,5344,237.3391543427809
113,5345,241.3434295585069
114,5346,239.9886424162881
115,5347,242.60404288355815
116,5348,245.11454828806575
117,5349,244.64725920001786
118,5350,247.01161463142327
119,5351,242.89216346918587
120,5352,246.89643868491183
121,5353,245.54165154269305
122,5354,248.15705200996308
123,5355,250.6675574144707
124,5356,250.20026832642276
125,5357,252.56462375782814
126,5358,248.4451725955908
127,5359,252.44944781131676
128,5360,251.094660669098
129,5361,253.71006113636798
130,5362,256.22056654087567
131,5363,255.75327745282772
132,5364,258.11763288423316
133,5365,253.9981817219957
134,5366,258.0024569377217
135,5367,256.6476697955029
136,5368,259.263070262773
137,5369,261.77357566728057
138,5370,261.3062865792327
139,5371,263.6706420106381
140,5372,259.5511908484007
141,5373,263.5554660641267
142,5374,262.20067892190787
143,5375,264.8160793891779
144,5376,267.3265847936856
145,5377,266.8592957056376
146,5378,269.223651137043
147,5379,265.1041999748056
148,5380,269.10847519053164
149,5381,267.7536880483128
150,5382,270.36908851558286
151,5383,272.87959392009054
152,5384,272.41230483204254
153,5385,274.77666026344804
154,5386,270.6572091012106
155,5387,274.6614843169366
156,5388,273.3066971747178
157,5389,275.9220976419879
158,5390,278.4326030464954
159,5391,277.9653139584475
160,5392,280.32966938985294
161,5393,276.2102182276155
